Model Name,Date,Price,Information
판매(안전) 아이폰 XR 128g 코랄 새제품급,2024.06.08. 12:37,"400,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰 13프로 128 시애라블루 판매합니다,2024.06.08. 11:14,"650,000원","아이폰 13프로 128 시애라블루 판매합니다.
상태는 아주 깨끗하며 찍힘 살짝 한곳있음.(마지막사진)
배터리 성능 84%
구매하시면 초기화해서 드리며
원하시면 케이스 3개 카메라보호필름3개
사생활 액정필름2개 드립니다."
판매(안전) 아이폰12 128g 화이트,2024.06.08. 09:25,"320,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰xr 256gb 미국판 레드컬러 판매합니자.,2024.06.08. 09:25,"250,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰 13미니 128,2024.06.08. 08:47,"430,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 케이스티파이 미개봉 새상품 아이폰13 케이스 팝니다,2024.06.08. 08:40,"60,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
케이스티파이 24년 3월 21일에 주문한 케이스 팝니다.
아이폰13 이며 DOODLES by Matthew Langille 상품명입니다.
맥세이프 호환 임팩트 케이스 이며 색상은 시에라블루입니다.
미개봉 새상품이니 필요하신 분들 연락주세요.
반값택배 65000원에 팝니다."
판매(안전) (미개봉)아이폰15프로맥스 블루 1T,2024.06.08. 00:38,"1,900,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
미개봉 아이폰15프로맥스 1T 블루색상
자급제 아닙니다/ 카드결제가능(업자아님)
네고시 바로 차단해요
쿨거래하실 분만~!"
판매(안전) 아이폰 xs MAX 256 공기계(액정깨짐),2024.06.08. 00:28,"200,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
사설에서 정품액정 교체 한번했어요
배터리 성능치 77%
테두리 생활기스 있습니다(깨짐 없음)
터치 및 작동 이상 없습니다"
"판매(안전) 아이폰 se3 배터리, 뒷판 A급 판매합니다",2024.06.07. 22:15,"50,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) (충전안됨고장)아이폰미니13 ᆢ128GB,2024.06.07. 19:33,"300,000원","아이폰미니13 -128GB 핑크
포장케이스ㆍ충전기ㆍ필름2 ㆍ휴대폰케이스
☆☆현재ᆢ충전이 안됨☆☆
최초 22년초 구매
(23년11월30일)습기문제-액정교체
액정 5개월돼서 새거나 마찬가지임다(깨~끗)
내부사진-아이폰AS센타에서 간단하게 분리해서 사진찍은거예요 ᆢ혹시 전문가분 분해사진보시고 필요하심톡주세요"
판매(안전) 아이폰15프로맥스 512 풀박스,2024.06.07. 19:11,"1,550,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다! ㅎ"
판매(안전) 아이폰15프로 512기가 네츄럴티타늄 판매해요,2024.06.07. 18:34,"1,450,000원","아이폰15프로 512기가 네츄럴 티타늄 색상 판매 해요
베터리성능 100% 이고 까짐 기스 일절 없는 새상품 급 입니다. 박스있고 충전기선은 없어요
아이폰 어려워서 판매하려고해요!
유심꼳고 이용만 하시면 됩니디!
인천 부평 직거래 그외지역 택배 거래됩니다!
쿨거래 소액 네고 가능해요!!!
※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰 xs max 64기가 팝니다.,2024.06.07. 18:31,"250,000원","휴대폰 변경하여 판매합니다.
액정 및 기능상 하자 ( 페이스아이디 및 트루톤) 없습니다.
액정부분 필름 붙여 있여 보호했어요~ 단지 후면 유리가 깨졌네요. 전면액정 및 카메라 전혀 이상없어요.
설탕액정이라 둿면이 문제네요.
후면에 붙일까하고 후면 유리 사놨는데..
수리 자신이 없네요.
그냥 아이폰 케이스 씌우면 다른 곳은 하자 없으니 쓰셔도 되고 후면에 유리 붙여 사용하시거나 수리하셔도 될거같아요.
배터린 79퍼입니다. 연락주세요"
판매(안전) 케이스티파이 드래곤볼 아이폰13pro 삽니다,2024.06.07. 18:13,"99,999원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
삽니다 연락주세요"
판매(안전) 아이폰 15프로 128기가 s+급,2024.06.07. 16:26,"1,000,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
아이폰 15프로 128기가 팝니다 색상은 화이트고요 배터리 성능 97퍼 상태 매우좋습니다 시세를 몰라서 우선 측청했습니다 쳇주시면 빠른거래 진행하겠습니다 네고가능
사진은 우선 한장 찍었습니다 더원하시면 연락주세요"
판매(안전) 아이폰se1 128gb 로즈골드 판매합니다,2024.06.07. 14:50,"200,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰13 128 95퍼 풀박 S급,2024.06.07. 14:42,"650,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
- 아이폰 13 128기가 화이트 색상
- 배터리 효율 95프로
- 액정 기스 없음
- 외관 손상 없음
- 액정필름 붙인상태
- 회사폰으로 사용하던거라 거의 사용을 안해서 상태는 S급 입니다
택배거래 안하고 직거래만 합니다
직거래 장소 / 서울역 청라역"
판매(안전) 아이폰12미니 128G 특SSS급 배터리효율86%,2024.06.07. 13:27,"385,000원","아이폰 12미니 화이트 128G 풀박스 특SSS급
[택배비 포함 385,000원]
-개통일 2023. 02. 05
-배터리 효율 86%
-모든 통신사 사용 가능
-사무실 서브폰으로 사용하였으며, 찍힘이나 기스 없는 특SSS급
-4월 초 케이스, 액정필름, 카메라 보호 필름 부착
*택배거래 환영
*직거래 : 경상북도 영주시(시내쪽)"
판매(안전) (새상품) 아이폰케이스 12 12pro,2024.06.07. 09:45,"6,000원","(새상품) 아이폰케이스 12 12pro
택포3000
gs반값택배1900원"
판매(안전) 아이폰15프로 화이트티타늄 128 미개봉,2024.06.07. 09:24,"1,280,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
자급제 미개봉입니다
직거래시 경북상주
택배거래시 파손면책 동의하 착불"
판매(안전) 자급제 미개봉 아이폰15프로맥스 256기가 네츄럴티타늄 팝니다,2024.06.07. 07:27,"1,550,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
아이폰15프로맥스
256기가
미개봉
자급제
네츄럴티타늄 색상 입니다
부산 하단동 직거래
안전거래 및 택배거래 모두 가능합니다."
판매(안전) 아이폰11프로 256기가 미드나잇그린,2024.06.07. 00:53,"350,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다"
판매(안전) 아이폰 15 pro 네츄럴 티타늄 256gb 미개봉,2024.06.06. 22:12,"1,350,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰13프로 256GB 풀박스,2024.06.06. 21:59,"800,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
아이폰 13프로 그래파이트 색상입니다.
용량은 255GB, 풀박스 보유중입니다.
케이블은 미사용으로 그대로 있으며 항상 강화유리 부착하여 액정 흠집 일절 없습니다.
다만 케이스를 벗기다 생긴 기스는 사진을 통해 확인바랍니다. 배터리 효율은 84% 입니다.
케이스티파이 케이스 및 투명 미러케이스, 여분 강화유리 드립니다."
판매(안전) 아이폰13 256기가 (배터리91%) 풀박스 자급제폰,2024.06.06. 18:16,"530,000원","풀박스 자급제폰입니다.
배터리 91%
액정필름 사용해서 액정 깨끗합니다.
프레임 위에 찍힘 두군데 있어요.
부산 만덕직거래 가능, 반값택배 가능
투명케이스 2개, 여분 필름 같이 드려요"
판매(안전) [풀박스] 아이폰SE2 256GB(BK) 팝니다.,2024.06.06. 16:11,"250,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
[풀박스] 아이폰SE2 256GB(BK) 입니다.
-2년 이상 예비용으로 보관만하다가 판매합니다.
-수리 이력 전혀없습니다. (최초부터 1인 사용 제품)
-휴대폰 이외 악세사리 전부 미사용 새제품입니다.
-정품 라이트닝 케이블 포함입니다.
(별도 정품 구매 후 미사용)
-무선 충전 가능
-ios버전 : 17.5.1 (판매등록일 기준 최신버전)
-iPhone 계정에서 해당 단말기 삭제 완료
-미사용 강화유리 및 투명 케이스 같이 드립니다.
[특이사항]
지문방지 강화유리 깔끔하게 부착되어 있습니다.
한군데 모서리 찍힘 있고 그 외 깨끗합니다.
필요한 부분 사진 요청하시면 보내 드립니다.
액정/기능 이상 무
제조년월 : 2020. 07.
최초 개통일 : 2021. 02. 19.
배터리 효율 : 82%
전 통신사 사용 가능합니다. (정상 해지폰)
가격제안, 환불 불가이니 신중한 구매결정
부탁 드립니다.
거래방식 : 직거래만 가능
평일(토) : 18:00~20:00 사이
공휴일(일) : 09:00~20:00 사이
서울 한양대역 사거리 더샵 맞은편(마라탕 집 앞)
직장업무로 위 해당 시간외에는 답변이 늦을 수도 있는 점 양해 바랍니다"
판매(안전) 아이폰12프로 128 화이트 베터리85%,2024.06.06. 13:53,"400,000원","안녕하세요.
이번에 15프로로 기변하면서
깨끗한 화이트컬러 아이폰 판매합니다.
항상 케이스끼워 사용했고 찍힌부분 없습니다.
얼마전 액정필름도 새걸로 교체후 미사용했습니다.
액정이 미금쪽업체에서 교체하였고
‘알수없는부품’으로 표시되긴하나 기능상에는 전혀 문제없이 사용했고 문제없음.
(신사동 애플샵에서 정상기능 가능제품 확인)
케이블도 한개 같이 드릴께요."
"판매(안전) 아이폰11 프로 부품, 파손, 미드나이트그린 색상",2024.06.06. 13:33,"120,000원","아이폰 11 PRO 부품 판매합니다
디스플레이 셀프 교체하다가 잘 안돼서 부품으로 판매합니다.
메인보드는 다른 용도가 있어서 제외이며,
메인보드 빼고 사진에 보이는것 전부이고 카메라등 모든 동작 이상없습니다.
배터리는 85프로 정도 됐었을거에요
포함되는 디스플레이는 화면은 들어오나 반절이 노이즈가 나타나는 불량 디스플레이 입니다.
깨지거나 금간 부분 없습니다.
그외 외관 아주 깨끗하고 눈에 띄는 기스는 없는 것 같네요.
안심번호로 문자나 쪽지 바랍니다"
판매(안전) 아이폰 13 핑크 256 리퍼폰 풀박,2024.06.06. 12:56,"750,000원",이번주에 리퍼받고 온 리퍼폰입니다
판매(안전) 아이폰으로 se 소장용 스페이스그레이,2024.06.06. 12:28,"130,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
사자마자 앞뒤 필름 붙여놓은 그리고 실사용하지 않고 보관만 한 아이폰se입니다
해외판이라 통화는 불가하고 와이파이나 소장용으로 판매합니다"
판매(안전) 아이폰 14프로 128기가 자급제 팝니다.,2024.06.06. 11:17,"890,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰 (카메라 무음) 12 mini 블랙 256GB 박스 포함,2024.06.05. 20:59,"270,000원","아이폰 (카메라 무음) 12 mini 블랙 256GB 박스 포함
한손에 쏙 들어오고 가벼운 아이폰 12 미니 블랙 256GB 입니다.
전면 액정파손 있는 점 참고하세요
용도에 따라 그냥 쓰시거나, 공식 유상수리 혹은 사설 수리 받으실 수 있습니다.
그 외에 다른 부분은 이상 없습니다.
구성품 : 박스, 본체
메리트로는 북미판 이기 때문에 기본 카메라 어플로 사진을 찍을 때도 소리가 나지 않는다는 것입니다. 눈치보지 않고 사진 찍고 화질 걱정도 안하셔도 됩니다.
북미판 무음카메라가 가치있다고 생각하여 보통 중고 시세보다 높은 가격으로 책정했습니다.
선택약정 가능
도곡역 직거래 혹은 선입금 택배거래 가능합니다"
판매(안전) 미국판 무음⭐️아이폰13 미니 핑크 256G,2024.06.05. 18:37,"700,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰 se2 64 팝니다,2024.06.05. 16:42,"90,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
아이폰 se2 64 팝니다 쓸때는 몰랏는데 사진에 보이는것처럼 검은색 점? 같은게 잇습니다 보호필름 때보니 보이더라고요 구성품은 핸드폰 보호필름 케이스 입니다 베터리는 1년전에 사제로 교체햇습니다"
"판매(안전) 힐링쉴드 아이폰 12프로맥스 지문방지필름,강화유리 / 신지모루 사생활보호 강화유리 팝니다",2024.06.05. 16:12,"9,900원","힐링쉴드 아이폰 12프로맥스 일반필름1매 , 강화유리 2매
신지모루 아이폰 12프로맥스 사생활보호 강화유리 1매
4장 일괄 9900원에 팝니다
대구 직거래
일반택배 +3000원
반값택배 +1500원
※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰 15 프로맥스 홍콩판,2024.06.05. 15:51,"200,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
아이폰 15 프로맥스 홍콩판
서울직거래로 구합니다 512 이상이였으면 좋겠어요
색상 상관없음"
판매(안전) [배터리99%]아이폰SE2무상AS90일가능[김포][중고폰],2024.06.05. 15:48,"199,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰13프로 256g,2024.06.05. 14:43,"590,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰14프로 512gb 스페이스블랙 성능100 ss급,2024.06.05. 14:36,"1,100,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
아이폰14pro 512gb 스페이스 블랙
쿠팡 자급제 구매 7개월 사용했구요.
배터리 성능 100% 과충전 방지로 완충 X
정품 충전기만 사용했습니다
애지중지 케이스 끼우고 사용해서 잔기스 없이 깨끗합니다!!
우체국 택배 이용할 거예요🥹🥹
믿고 구매해주세요!!!"
